,event_date,track,race_number,market_id,market_name,selection_id,bsp,ltp,best_back_3m,best_lay_3m,atb_ladder_3m,atl_ladder_3m,result,win
243,2022-06-26 05:30:00,Port Augusta,,1.200447203,R6 1396m Hcap,10874263,21.0,20.0,29.0,32.0,"{'price': [29, 28, 27], 'volume': [1.44, 4.05, 2.83]}","{'price': [32, 34, 36], 'volume': [16.77, 20.25, 43.92]}",LOSER,0
242,2022-06-26 05:30:00,Port Augusta,,1.200447203,R6 1396m Hcap,27830482,36.0,36.0,34.0,36.0,"{'price': [34, 32, 30], 'volume': [0.37, 7.87, 12.48]}","{'price': [36, 38, 40], 'volume': [1.19, 4.06, 40.98]}",LOSER,0
132,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,46108699,3.49,3.5,3.95,4.0,"{'price': [3.95, 3.9, 3.85], 'volume': [0.32, 1.29, 24.06]}","{'price': [4, 4.1, 4.2], 'volume': [15.75, 14.52, 6.37]}",WINNER,1
133,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,41286204,5.9,5.9,4.2,4.4,"{'price': [4.2, 4.1, 4], 'volume': [26.81, 91.31, 36.86]}","{'price': [4.4, 4.5, 4.6], 'volume': [22.5, 7.11, 22.73]}",LOSER,0
137,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,28246536,6.11,6.2,5.4,5.7,"{'price': [5.4, 5.3, 5.2], 'volume': [34.31, 36.7, 18.65]}","{'price': [5.7, 5.8, 5.9], 'volume': [7.44, 10, 13.37]}",LOSER,0
130,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,44757944,6.4,6.6,6.0,6.4,"{'price': [6, 5.9, 5.8], 'volume': [17.46, 6.65, 47.34]}","{'price': [6.4, 6.6, 6.8], 'volume': [3.88, 4.8, 18.95]}",LOSER,0
131,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,23894458,8.2,8.0,12.0,12.5,"{'price': [12, 11.5, 11], 'volume': [5.05, 23.43, 12.21]}","{'price': [12.5, 13, 13.5], 'volume': [3.99, 3.18, 39.03]}",LOSER,0
129,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,38078331,32.39,32.0,30.0,34.0,"{'price': [30, 29, 28], 'volume': [4.38, 1.13, 7]}","{'price': [34, 36, 38], 'volume': [4.3, 2.95, 17.53]}",LOSER,0
134,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,23181787,36.0,36.0,34.0,40.0,"{'price': [34, 32, 30], 'volume': [3.42, 7.19, 7.43]}","{'price': [40, 42, 44], 'volume': [4.03, 2.71, 37.38]}",LOSER,0
135,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,46108700,42.0,42.0,34.0,42.0,"{'price': [34, 32, 30], 'volume': [1.13, 6.89, 11.56]}","{'price': [42, 44, 48], 'volume': [2, 1.32, 7.28]}",LOSER,0
136,2022-06-26 05:35:00,Launceston,,1.200459775,R7 1450m Hcap,41642212,85.0,85.0,75.0,90.0,"{'price': [75, 65, 60], 'volume': [2.56, 2.6, 0.25]}","{'price': [90, 100, 110], 'volume': [2.26, 1.3, 3.39]}",LOSER,0
529,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,46133359,4.22,4.2,3.7,3.95,"{'price': [3.7, 3.65, 3.6], 'volume': [10.14, 30.76, 20.31]}","{'price': [3.95, 4, 4.1], 'volume': [2, 8.36, 19.79]}",LOSER,0
534,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,20124724,4.5,4.5,4.9,5.5,"{'price': [4.9, 4.8, 4.7], 'volume': [14.58, 18.19, 2.59]}","{'price': [5.5, 5.6, 5.7], 'volume': [4.6, 25.42, 26.62]}",WINNER,1
530,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,44590515,7.39,7.0,6.2,6.8,"{'price': [6.2, 6, 5.9], 'volume': [5.68, 20.25, 2.19]}","{'price': [6.8, 7.4, 7.6], 'volume': [4.13, 8.14, 2.19]}",LOSER,0
533,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,39678978,7.25,7.4,9.8,10.5,"{'price': [9.8, 9.6, 9.2], 'volume': [0.07, 0.13, 2]}","{'price': [10.5, 11, 11.5], 'volume': [4.2, 2.19, 26.05]}",LOSER,0
531,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,22968294,9.27,9.4,10.0,11.0,"{'price': [10, 9.8, 9.6], 'volume': [15.61, 12.27, 22.88]}","{'price': [11, 11.5, 12], 'volume': [24.83, 4.17, 2.19]}",LOSER,0
528,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,46133358,13.0,13.5,11.0,12.0,"{'price': [11, 10, 9.8], 'volume': [5, 10.02, 2]}","{'price': [12, 12.5, 13], 'volume': [3.32, 6.49, 18.11]}",LOSER,0
532,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,45967352,24.21,25.0,21.0,23.0,"{'price': [21, 20, 19.5], 'volume': [27.11, 3.43, 3]}","{'price': [23, 24, 25], 'volume': [11.79, 5.17, 16.42]}",LOSER,0
535,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,38092875,31.0,32.0,21.0,23.0,"{'price': [21, 20, 19.5], 'volume': [5.96, 4.59, 17.19]}","{'price': [23, 25, 26], 'volume': [3.29, 1.6, 4.29]}",LOSER,0
536,2022-06-26 05:40:00,Coffs Harbour,,1.200459792,R6 1012m Hcap,24630784,114.23,120.0,90.0,100.0,"{'price': [90, 85, 80], 'volume': [5.03, 5.16, 4.97]}","{'price': [100, 110, 120], 'volume': [2.47, 4.51, 15.88]}",LOSER,0
652,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,45590981,4.42,4.8,4.0,4.1,"{'price': [4, 3.95, 3.9], 'volume': [14.71, 56.84, 94.6]}","{'price': [4.1, 4.2, 4.3], 'volume': [40.97, 65.93, 57.85]}",LOSER,0
654,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,41060415,2.99,2.92,4.1,4.2,"{'price': [4.1, 4, 3.95], 'volume': [33.97, 51.56, 74.16]}","{'price': [4.2, 4.3, 4.4], 'volume': [46.35, 96.78, 18.68]}",WINNER,1
648,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,1433633,8.94,8.8,7.6,7.8,"{'price': [7.6, 7.4, 7.2], 'volume': [17.51, 54.48, 30.38]}","{'price': [7.8, 8, 8.2], 'volume': [3.54, 23.2, 24.75]}",LOSER,0
653,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,46134450,9.68,9.8,7.8,8.2,"{'price': [7.8, 7.6, 7.4], 'volume': [19.17, 28.25, 19.24]}","{'price': [8.2, 8.4, 8.6], 'volume': [23.31, 18.2, 25.47]}",LOSER,0
658,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,46134454,13.16,13.0,13.0,13.5,"{'price': [13, 12.5, 12], 'volume': [63.51, 25.16, 37.11]}","{'price': [13.5, 14, 14.5], 'volume': [5.43, 42.08, 75.82]}",LOSER,0
655,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,175618,26.49,27.0,15.5,16.0,"{'price': [15.5, 15, 14.5], 'volume': [9.99, 71.72, 14.92]}","{'price': [16, 16.5, 17], 'volume': [3.48, 22.3, 187.69]}",LOSER,0
649,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,33669030,25.0,25.0,20.0,21.0,"{'price': [20, 19.5, 19], 'volume': [3.35, 11.76, 12.1]}","{'price': [21, 22, 23], 'volume': [5.63, 13.14, 20.5]}",LOSER,0
656,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,42108644,31.69,30.0,28.0,29.0,"{'price': [28, 27, 26], 'volume': [2.63, 2.76, 5.95]}","{'price': [29, 30, 32], 'volume': [2.03, 11.6, 17.1]}",LOSER,0
657,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,46134452,35.53,34.0,44.0,48.0,"{'price': [44, 42, 40], 'volume': [10.37, 8.38, 28.42]}","{'price': [48, 50, 55], 'volume': [6.87, 8.58, 15.83]}",LOSER,0
650,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,22279742,190.0,190.0,100.0,110.0,"{'price': [100, 95, 90], 'volume': [0.36, 2.94, 7.83]}","{'price': [110, 120, 130], 'volume': [2.62, 1.75, 0.21]}",LOSER,0
651,2022-06-26 05:45:00,Donald,,1.200459744,R7 1204m Hcap,19674606,121.68,130.0,150.0,180.0,"{'price': [150, 140, 130], 'volume': [0.65, 4.81, 1.88]}","{'price': [180, 260, 270], 'volume': [0.85, 1.35, 1.26]}",LOSER,0
254,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,25261874,3.11,3.05,3.65,3.7,"{'price': [3.65, 3.6, 3.55], 'volume': [6.32, 45.45, 54.59]}","{'price': [3.7, 3.75, 3.8], 'volume': [9.55, 15.31, 22.9]}",LOSER,0
255,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,24251545,5.26,5.2,6.6,7.0,"{'price': [6.6, 6.4, 6.2], 'volume': [13.52, 27.07, 23.33]}","{'price': [7, 7.2, 7.4], 'volume': [4.95, 41.16, 34.57]}",LOSER,0
258,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,46133926,11.0,11.0,8.0,8.6,"{'price': [8, 7.8, 7.6], 'volume': [3.37, 17.81, 40.88]}","{'price': [8.6, 8.8, 9], 'volume': [3.8, 8.47, 12.98]}",LOSER,0
256,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,27602523,7.2,7.4,8.2,8.8,"{'price': [8.2, 8, 7.8], 'volume': [45.52, 22.92, 9]}","{'price': [8.8, 9, 9.2], 'volume': [6.44, 36.16, 48.86]}",LOSER,0
252,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,21741860,12.98,13.0,8.8,9.4,"{'price': [8.8, 8.6, 8.4], 'volume': [13.57, 26.43, 14.13]}","{'price': [9.4, 9.6, 9.8], 'volume': [8.35, 4.94, 5.96]}",WINNER,1
253,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,20586193,13.5,13.5,12.5,13.5,"{'price': [12.5, 12, 11.5], 'volume': [18.92, 23.24, 14.36]}","{'price': [13.5, 14, 14.5], 'volume': [19.71, 13.38, 11.9]}",LOSER,0
260,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,46133927,15.0,15.0,12.5,13.0,"{'price': [12.5, 12, 11.5], 'volume': [29.1, 80.66, 12.77]}","{'price': [13, 14, 14.5], 'volume': [31.23, 2.53, 6.31]}",LOSER,0
257,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,46133925,26.0,26.0,15.5,16.0,"{'price': [15.5, 15, 14.5], 'volume': [1.63, 24.12, 17.21]}","{'price': [16, 16.5, 17], 'volume': [8.84, 8.37, 25.44]}",LOSER,0
259,2022-06-26 05:50:00,Rockhampton,,1.200447166,R6 1600m Hcap,24349157,80.0,75.0,55.0,80.0,"{'price': [55, 50, 48], 'volume': [3.04, 6.23, 3.56]}","{'price': [80, 85, 90], 'volume': [11.88, 28.53, 1.06]}",LOSER,0
317,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,41643365,4.03,4.0,4.8,4.9,"{'price': [4.8, 4.7, 4.6], 'volume': [60.21, 18.07, 13.17]}","{'price': [4.9, 5, 5.1], 'volume': [1.13, 10.65, 20.2]}",LOSER,0
316,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,4472794,8.4,8.2,5.5,5.8,"{'price': [5.5, 5.4, 5.3], 'volume': [16.93, 10.28, 14.7]}","{'price': [5.8, 5.9, 6], 'volume': [7.53, 9.66, 9.66]}",LOSER,0
319,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,36612023,6.39,6.4,6.0,6.4,"{'price': [6, 5.9, 5.8], 'volume': [2.61, 14.53, 11.44]}","{'price': [6.4, 6.6, 6.8], 'volume': [9.08, 17.97, 52.01]}",LOSER,0
318,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,24116816,6.2,6.2,6.2,6.8,"{'price': [6.2, 6, 5.9], 'volume': [12.18, 40.57, 43.09]}","{'price': [6.8, 7, 7.2], 'volume': [12.21, 15.27, 13.99]}",LOSER,0
315,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,26396834,8.8,9.2,8.8,9.0,"{'price': [8.8, 8.6, 8.4], 'volume': [3.07, 8.54, 126.3]}","{'price': [9, 9.2, 9.4], 'volume': [1.11, 7.15, 8.03]}",WINNER,1
322,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,40689764,11.05,11.0,10.5,11.5,"{'price': [10.5, 10, 9.8], 'volume': [19.79, 84.52, 9.95]}","{'price': [11.5, 12, 12.5], 'volume': [18.62, 25.87, 12.88]}",LOSER,0
320,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,26736239,15.54,15.0,15.5,17.0,"{'price': [15.5, 15, 14.5], 'volume': [8.71, 34.5, 15.8]}","{'price': [17, 17.5, 18], 'volume': [2.85, 1.65, 5.8]}",LOSER,0
321,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,23719207,18.64,18.5,27.0,30.0,"{'price': [27, 26, 25], 'volume': [1.13, 2.83, 6.41]}","{'price': [30, 32, 34], 'volume': [1.47, 9.15, 22.7]}",LOSER,0
323,2022-06-26 05:55:00,Broome,,1.200459798,R2 1435m CL2,798679,173.55,160.0,140.0,240.0,"{'price': [140, 130, 120], 'volume': [0.99, 4.8, 6.04]}","{'price': [240, 250, 260], 'volume': [0.21, 0.04, 0.04]}",LOSER,0
475,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,18408157,2.65,2.64,2.84,2.86,"{'price': [2.84, 2.82, 2.8], 'volume': [6.78, 26.09, 16.42]}","{'price': [2.86, 2.88, 2.9], 'volume': [8.83, 28.38, 46.05]}",LOSER,0
477,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,36229049,3.9,3.9,4.3,4.5,"{'price': [4.3, 4.2, 4.1], 'volume': [5.77, 11.02, 24.73]}","{'price': [4.5, 4.6, 4.7], 'volume': [10.59, 13.83, 32.51]}",LOSER,0
474,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,6364246,9.41,9.4,8.4,8.8,"{'price': [8.4, 8.2, 8], 'volume': [5.4, 20.86, 27.53]}","{'price': [8.8, 9, 9.2], 'volume': [10.65, 11.28, 17.92]}",LOSER,0
480,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,46133977,12.03,12.5,9.2,9.8,"{'price': [9.2, 9, 8.8], 'volume': [6.22, 13.76, 10.51]}","{'price': [9.8, 10, 10.5], 'volume': [2.09, 24.64, 7.78]}",LOSER,0
482,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,45943362,15.55,16.0,13.0,14.0,"{'price': [13, 12.5, 12], 'volume': [8.35, 5.35, 19.75]}","{'price': [14, 14.5, 15], 'volume': [0.95, 2.66, 14.85]}",LOSER,0
476,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,38416457,15.91,15.5,16.5,18.0,"{'price': [16.5, 16, 15.5], 'volume': [7.01, 20.39, 34.39]}","{'price': [18, 18.5, 19], 'volume': [2.83, 12.38, 34.21]}",LOSER,0
478,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,39539977,28.86,28.0,26.0,30.0,"{'price': [26, 25, 24], 'volume': [0.95, 6.22, 8.16]}","{'price': [30, 32, 34], 'volume': [0.99, 5.16, 14.35]}",WINNER,1
481,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,39317580,82.8,85.0,48.0,55.0,"{'price': [48, 46, 44], 'volume': [1.13, 7.54, 2.54]}","{'price': [55, 60, 65], 'volume': [2.44, 1.31, 0.56]}",LOSER,0
479,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,40612523,51.44,50.0,55.0,75.0,"{'price': [55, 50, 48], 'volume': [3.5, 1.89, 0.2]}","{'price': [75, 80, 85], 'volume': [2.3, 21.25, 18.91]}",LOSER,0
483,2022-06-26 06:00:00,Casterton,,1.200459975,R6 1200m Hcap,16554777,120.0,120.0,85.0,100.0,"{'price': [85, 80, 75], 'volume': [0.11, 4.54, 32.46]}","{'price': [100, 110, 120], 'volume': [1.13, 2.26, 0.15]}",LOSER,0
14,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,1303820,4.65,4.6,4.4,4.5,"{'price': [4.4, 4.3, 4.2], 'volume': [23.6, 71.93, 10.26]}","{'price': [4.5, 4.6, 4.7], 'volume': [181.57, 2.19, 1.26]}",WINNER,1
17,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,38619307,4.69,4.6,5.4,5.8,"{'price': [5.4, 5.3, 5.2], 'volume': [9.48, 4.89, 15.22]}","{'price': [5.8, 5.9, 6], 'volume': [0.43, 4.26, 2.38]}",LOSER,0
12,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,44038084,7.6,7.4,6.6,6.8,"{'price': [6.6, 6.4, 6.2], 'volume': [0.69, 14.24, 20.69]}","{'price': [6.8, 7.2, 7.4], 'volume': [0.18, 5.39, 8.33]}",LOSER,0
15,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,45565423,7.4,7.2,8.6,9.2,"{'price': [8.6, 8.4, 8.2], 'volume': [15.87, 19.57, 2.74]}","{'price': [9.2, 9.4, 9.6], 'volume': [2, 8.29, 16.91]}",LOSER,0
24,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,41920689,10.5,10.0,9.8,11.0,"{'price': [9.8, 9.6, 9.4], 'volume': [4.79, 10.22, 4.28]}","{'price': [11, 11.5, 12], 'volume': [1.13, 6.23, 1.13]}",LOSER,0
21,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,46133818,11.5,11.5,12.0,13.5,"{'price': [12, 11.5, 11], 'volume': [5.6, 2, 2]}","{'price': [13.5, 14, 14.5], 'volume': [2.26, 2.67, 25.98]}",LOSER,0
16,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,46133816,20.41,20.0,14.0,16.5,"{'price': [14, 13.5, 13], 'volume': [3.52, 8.35, 6.53]}","{'price': [16.5, 17, 17.5], 'volume': [5.39, 7.93, 2.19]}",LOSER,0
23,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,45542021,26.0,27.0,21.0,23.0,"{'price': [21, 20, 19.5], 'volume': [5.68, 24.65, 2.36]}","{'price': [23, 24, 25], 'volume': [0.37, 5.43, 8.49]}",LOSER,0
20,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,46133817,55.0,55.0,44.0,55.0,"{'price': [44, 42, 38], 'volume': [2.41, 3.02, 1.93]}","{'price': [55, 60, 65], 'volume': [2.26, 6.79, 7.93]}",LOSER,0
19,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,45542019,50.0,50.0,60.0,75.0,"{'price': [60, 50, 48], 'volume': [3.61, 32.85, 1.83]}","{'price': [75, 80, 95], 'volume': [1.24, 17.55, 0.89]}",LOSER,0
25,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,45943093,161.27,180.0,90.0,120.0,"{'price': [90, 80, 70], 'volume': [3.46, 4.53, 0.06]}","{'price': [120, 130, 190], 'volume': [2, 0.21, 0.69]}",LOSER,0
13,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,46133815,271.25,240.0,320.0,400.0,"{'price': [320, 310, 280], 'volume': [3.36, 0.28, 0.26]}","{'price': [400, 410, 420], 'volume': [1, 1.13, 1.13]}",LOSER,0
22,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,46133819,335.64,350.0,320.0,340.0,"{'price': [320, 280, 270], 'volume': [0.01, 0.32, 1.52]}","{'price': [340, 400, 420], 'volume': [2.83, 1.12, 9.06]}",LOSER,0
18,2022-06-26 06:05:00,Dubbo,,1.200459830,R7 1410m Mdn,44534966,246.3,240.0,400.0,470.0,"{'price': [400, 360, 220], 'volume': [0.87, 0.25, 1.13]}","{'price': [470, 500, 510], 'volume': [0.2, 1.28, 2.13]}",LOSER,0
202,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,35981057,3.07,3.05,3.4,3.45,"{'price': [3.4, 3.35, 3.3], 'volume': [34.94, 33.45, 74.36]}","{'price': [3.45, 3.5, 3.55], 'volume': [3.49, 13.81, 25.45]}",LOSER,0
206,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,43309039,5.56,5.6,4.6,4.7,"{'price': [4.6, 4.5, 4.4], 'volume': [8.43, 5.04, 12.96]}","{'price': [4.7, 4.8, 4.9], 'volume': [1.68, 30.69, 9.65]}",LOSER,0
203,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,46133781,8.4,8.6,6.8,7.0,"{'price': [6.8, 6.6, 6.4], 'volume': [25.1, 61.56, 38.27]}","{'price': [7, 7.2, 7.4], 'volume': [21.06, 23.95, 41.43]}",LOSER,0
201,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,383279,15.5,15.5,15.5,16.5,"{'price': [15.5, 15, 14.5], 'volume': [12.54, 14.71, 6.16]}","{'price': [16.5, 17, 17.5], 'volume': [0.61, 10.98, 25.43]}",LOSER,0
208,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,891629,13.5,13.5,16.5,18.0,"{'price': [16.5, 16, 15.5], 'volume': [8.5, 14.65, 9.05]}","{'price': [18, 18.5, 19], 'volume': [16.71, 10.03, 9.47]}",LOSER,0
210,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,25863705,15.5,15.5,16.5,17.5,"{'price': [16.5, 16, 15.5], 'volume': [2.21, 28.12, 12.1]}","{'price': [17.5, 18, 18.5], 'volume': [2, 7.34, 5.4]}",LOSER,0
212,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,16480146,13.0,13.5,17.5,18.0,"{'price': [17.5, 17, 16.5], 'volume': [2.26, 2.77, 13.51]}","{'price': [18, 18.5, 19], 'volume': [0.85, 24.29, 2]}",LOSER,0
204,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,26583660,24.0,26.0,20.0,22.0,"{'price': [20, 19.5, 19], 'volume': [8.01, 7.45, 8.11]}","{'price': [22, 23, 24], 'volume': [6.05, 8.9, 35.41]}",LOSER,0
211,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,21463629,26.96,27.0,24.0,26.0,"{'price': [24, 23, 22], 'volume': [7.16, 9.56, 6.51]}","{'price': [26, 27, 28], 'volume': [2.94, 8.76, 12.98]}",LOSER,0
207,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,1019691,123.25,130.0,100.0,120.0,"{'price': [100, 90, 85], 'volume': [1.47, 2.83, 3.96]}","{'price': [120, 130, 140], 'volume': [4.69, 0.22, 0.11]}",WINNER,1
209,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,28073278,97.13,95.0,100.0,130.0,"{'price': [100, 95, 90], 'volume': [0.76, 2.45, 2]}","{'price': [130, 140, 160], 'volume': [2, 2, 35.68]}",LOSER,0
205,2022-06-26 06:10:00,Port Augusta,,1.200447209,R7 1200m Hcap,38913451,129.17,120.0,120.0,200.0,"{'price': [120, 110, 90], 'volume': [3.73, 1.21, 3.53]}","{'price': [200, 240, 250], 'volume': [1.28, 1, 11.32]}",LOSER,0
150,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,6963514,3.3,3.25,2.98,3.05,"{'price': [2.98, 2.96, 2.94], 'volume': [8.23, 32.68, 9.88]}","{'price': [3.05, 3.1, 3.15], 'volume': [11.77, 39.73, 11.43]}",WINNER,1
151,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,843391,3.06,3.05,3.2,3.3,"{'price': [3.2, 3.15, 3.1], 'volume': [17.89, 43.33, 99.87]}","{'price': [3.3, 3.35, 3.4], 'volume': [2, 11.79, 12.62]}",LOSER,0
155,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,37995859,5.48,5.6,7.0,7.4,"{'price': [7, 6.8, 6.6], 'volume': [28.29, 21.3, 27.86]}","{'price': [7.4, 7.6, 7.8], 'volume': [29.83, 44.42, 16.79]}",LOSER,0
152,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,38924436,13.5,13.5,11.5,12.0,"{'price': [11.5, 11, 10.5], 'volume': [12.84, 10.37, 19.62]}","{'price': [12, 12.5, 13], 'volume': [7.66, 6.23, 18.12]}",LOSER,0
154,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,27038309,11.7,11.5,12.5,13.5,"{'price': [12.5, 12, 11.5], 'volume': [2.06, 23.28, 7.54]}","{'price': [13.5, 14, 14.5], 'volume': [4.74, 4.74, 9.84]}",LOSER,0
153,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,41397906,37.67,36.0,32.0,34.0,"{'price': [32, 30, 29], 'volume': [2.84, 10.88, 5.65]}","{'price': [34, 36, 38], 'volume': [0.62, 3.54, 2.87]}",LOSER,0
157,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,17204361,42.0,42.0,40.0,50.0,"{'price': [40, 38, 36], 'volume': [3.87, 3.56, 7.5]}","{'price': [50, 55, 60], 'volume': [0.58, 3.3, 3.13]}",LOSER,0
156,2022-06-26 06:15:00,Launceston,,1.200459778,R8 2150m Hcap,46108703,100.0,120.0,100.0,130.0,"{'price': [100, 95, 90], 'volume': [0.29, 2.39, 7.14]}","{'price': [130, 220, 370], 'volume': [0.73, 0.56, 0.3]}",LOSER,0
573,2022-06-26 06:20:00,Coffs Harbour,,1.200459794,R7 1215m Hcap,41499525,2.69,2.68,2.8,3.1,"{'price': [2.8, 2.78, 2.76], 'volume': [2.19, 42.78, 7]}","{'price': [3.1, 3.15, 3.2], 'volume': [2.19, 4.13, 4.19]}",LOSER,0
571,2022-06-26 06:20:00,Coffs Harbour,,1.200459794,R7 1215m Hcap,36749770,8.05,8.8,6.4,6.8,"{'price': [6.4, 6.2, 6], 'volume': [20.97, 71.39, 38.54]}","{'price': [6.8, 7, 7.2], 'volume': [16.65, 3, 9.3]}",WINNER,1
575,2022-06-26 06:20:00,Coffs Harbour,,1.200459794,R7 1215m Hcap,40433896,9.8,9.6,10.0,12.0,"{'price': [10, 9.8, 9.6], 'volume': [2, 6.48, 9.46]}","{'price': [12, 12.5, 13], 'volume': [7.31, 3, 7.97]}",LOSER,0
572,2022-06-26 06:20:00,Coffs Harbour,,1.200459794,R7 1215m Hcap,28736892,16.0,15.0,13.5,14.5,"{'price': [13.5, 13, 12.5], 'volume': [2, 2.55, 4.74]}","{'price': [14.5, 15, 15.5], 'volume': [3, 3, 6.83]}",LOSER,0
568,2022-06-26 06:20:00,Coffs Harbour,,1.200459794,R7 1215m Hcap,15189352,14.0,13.5,14.0,15.5,"{'price': [14, 13.5, 13], 'volume': [2.15, 6.29, 31.26]}","{'price': [15.5, 16, 16.5], 'volume': [8.61, 22.27, 48.7]}",LOSER,0
